EventSensor_ns,RowType,Source_Index,Source_SensorTimestamp_ns,Sink_Index,Sink_SensorTimestamp_ns,Sink_SensorTimestamp_Corrected_ns,TimeDifference_ns,TimeDifference_ms
7295670547000,MATCHED,1610,7295670547000,1610,8883886917000,7295670538000,9000,0.009000
7295703865000,MATCHED,1611,7295703865000,1611,8883920236000,7295703857000,8000,0.008000
7295737183000,MATCHED,1612,7295737183000,1612,8883953554000,7295737175000,8000,0.008000
7295770502000,MATCHED,1613,7295770502000,1613,8883986873000,7295770494000,8000,0.008000
7295803831000,MATCHED,1614,7295803831000,1614,8884020191000,7295803812000,19000,0.019000
7295837139000,MATCHED,1615,7295837139000,1615,8884053510000,7295837131000,8000,0.008000
7295870459000,MATCHED,1616,7295870459000,1616,8884086828000,7295870449000,10000,0.010000
7295903776000,MATCHED,1617,7295903776000,1617,8884120147000,7295903768000,8000,0.008000
7295937095000,MATCHED,1618,7295937095000,1618,8884153465000,7295937086000,9000,0.009000
7295970413000,MATCHED,1619,7295970413000,1619,8884186783000,7295970404000,9000,0.009000
7296003731000,MATCHED,1620,7296003731000,1620,8884220101000,7296003722000,9000,0.009000
7296037050000,MATCHED,1621,7296037050000,1621,8884253421000,7296037042000,8000,0.008000
7296070369000,MATCHED,1622,7296070369000,1622,8884286735000,7296070356000,13000,0.013000
7296103687000,MATCHED,1623,7296103687000,1623,8884320057000,7296103678000,9000,0.009000
7296137006000,MATCHED,1624,7296137006000,1624,8884353375000,7296136996000,10000,0.010000
7296170323000,MATCHED,1625,7296170323000,1625,8884386693000,7296170314000,9000,0.009000
7296203643000,MATCHED,1626,7296203643000,1626,8884420012000,7296203633000,10000,0.010000
7296236960000,MATCHED,1627,7296236960000,1627,8884453330000,7296236951000,9000,0.009000
7296270279000,MATCHED,1628,7296270279000,1628,8884486649000,7296270270000,9000,0.009000
7296303597000,MATCHED,1629,7296303597000,1629,8884519968000,7296303589000,8000,0.008000
7296336919000,MATCHED,1630,7296336919000,1630,8884553286000,7296336907000,12000,0.012000
7296370234000,MATCHED,1631,7296370234000,1631,8884586605000,7296370226000,8000,0.008000
7296403554000,MATCHED,1632,7296403554000,1632,8884619923000,7296403544000,10000,0.010000
7296436871000,MATCHED,1633,7296436871000,1633,8884653241000,7296436862000,9000,0.009000
7296470206000,MATCHED,1634,7296470206000,1634,8884686560000,7296470181000,25000,0.025000
7296503509000,MATCHED,1635,7296503509000,1635,8884719879000,7296503500000,9000,0.009000
7296536827000,MATCHED,1636,7296536827000,1636,8884753197000,7296536818000,9000,0.009000
7296570145000,MATCHED,1637,7296570145000,1637,8884786515000,7296570136000,9000,0.009000
7296603464000,MATCHED,1638,7296603464000,1638,8884819837000,7296603458000,6000,0.006000
7296636783000,MATCHED,1639,7296636783000,1639,8884853152000,7296636773000,10000,0.010000
7296670101000,MATCHED,1640,7296670101000,1640,8884886471000,7296670092000,9000,0.009000
7296703418000,MATCHED,1641,7296703418000,1641,8884919791000,7296703412000,6000,0.006000
7296736739000,MATCHED,1642,7296736739000,1642,8884953107000,7296736728000,11000,0.011000
7296770055000,MATCHED,1643,7296770055000,1643,8884986426000,7296770047000,8000,0.008000
7296803374000,MATCHED,1644,7296803374000,1644,8885019745000,7296803366000,8000,0.008000
7296836696000,MATCHED,1645,7296836696000,1645,8885053063000,7296836684000,12000,0.012000
7296870013000,MATCHED,1646,7296870013000,1646,8885086381000,7296870002000,11000,0.011000
7296903330000,MATCHED,1647,7296903330000,1647,8885119700000,7296903321000,9000,0.009000
7296936649000,MATCHED,1648,7296936649000,1648,8885153019000,7296936640000,9000,0.009000
7296969967000,MATCHED,1649,7296969967000,1649,8885186337000,7296969958000,9000,0.009000
7297003286000,MATCHED,1650,7297003286000,1650,8885219656000,7297003277000,9000,0.009000
7297036604000,MATCHED,1651,7297036604000,1651,8885252977000,7297036598000,6000,0.006000
7297069923000,MATCHED,1652,7297069923000,1652,8885286292000,7297069913000,10000,0.010000
7297103242000,MATCHED,1653,7297103242000,1653,8885319610000,7297103231000,11000,0.011000
7297136559000,MATCHED,1654,7297136559000,1654,8885352930000,7297136551000,8000,0.008000
7297169877000,MATCHED,1655,7297169877000,1655,8885386248000,7297169869000,8000,0.008000
7297203196000,MATCHED,1656,7297203196000,1656,8885419566000,7297203187000,9000,0.009000
7297236514000,MATCHED,1657,7297236514000,1657,8885452885000,7297236506000,8000,0.008000
7297269834000,MATCHED,1658,7297269834000,1658,8885486203000,7297269824000,10000,0.010000
7297303151000,MATCHED,1659,7297303151000,1659,8885519521000,7297303142000,9000,0.009000
7297336471000,MATCHED,1660,7297336471000,1660,8885552840000,7297336461000,10000,0.010000
7297369788000,MATCHED,1661,7297369788000,1661,8885586158000,7297369779000,9000,0.009000
7297403107000,MATCHED,1662,7297403107000,1662,8885619476000,7297403097000,10000,0.010000
7297436433000,MATCHED,1663,7297436433000,1663,8885652795000,7297436416000,17000,0.017000
7297469749000,MATCHED,1664,7297469749000,1664,8885686113000,7297469734000,15000,0.015000
7297503062000,MATCHED,1665,7297503062000,1665,8885719432000,7297503053000,9000,0.009000
7297536380000,MATCHED,1666,7297536380000,1666,8885752750000,7297536371000,9000,0.009000
7297569698000,MATCHED,1667,7297569698000,1667,8885786068000,7297569689000,9000,0.009000
7297603019000,MATCHED,1668,7297603019000,1668,8885819387000,7297603008000,11000,0.011000
7297636336000,MATCHED,1669,7297636336000,1669,8885852706000,7297636327000,9000,0.009000
7297669654000,MATCHED,1670,7297669654000,1670,8885886025000,7297669646000,8000,0.008000
7297702972000,MATCHED,1671,7297702972000,1671,8885919344000,7297702965000,7000,0.007000
7297736291000,MATCHED,1672,7297736291000,1672,8885952660000,7297736281000,10000,0.010000
7297769608000,MATCHED,1673,7297769608000,1673,8885985980000,7297769601000,7000,0.007000
7297802928000,MATCHED,1674,7297802928000,1674,8886019298000,7297802919000,9000,0.009000
7297836246000,MATCHED,1675,7297836246000,1675,8886052617000,7297836238000,8000,0.008000
7297869566000,MATCHED,1676,7297869566000,1676,8886085935000,7297869556000,10000,0.010000
7297902882000,MATCHED,1677,7297902882000,1677,8886119253000,7297902874000,8000,0.008000
7297936202000,MATCHED,1678,7297936202000,1678,8886152573000,7297936194000,8000,0.008000
7297969523000,MATCHED,1679,7297969523000,1679,8886185890000,7297969511000,12000,0.012000
7298002839000,MATCHED,1680,7298002839000,1680,8886219209000,7298002830000,9000,0.009000
7298036161000,MATCHED,1681,7298036161000,1681,8886252528000,7298036149000,12000,0.012000
7298069475000,MATCHED,1682,7298069475000,1682,8886285843000,7298069464000,11000,0.011000
7298102794000,MATCHED,1683,7298102794000,1683,8886319165000,7298102786000,8000,0.008000
7298136116000,MATCHED,1684,7298136116000,1684,8886352483000,7298136104000,12000,0.012000
7298169431000,MATCHED,1685,7298169431000,1685,8886385802000,7298169423000,8000,0.008000
7298202748000,MATCHED,1686,7298202748000,1686,8886419119000,7298202740000,8000,0.008000
7298236067000,MATCHED,1687,7298236067000,1687,8886452439000,7298236060000,7000,0.007000
7298269386000,MATCHED,1688,7298269386000,1688,8886485757000,7298269378000,8000,0.008000
7298302703000,MATCHED,1689,7298302703000,1689,8886519075000,7298302696000,7000,0.007000
7298336024000,MATCHED,1690,7298336024000,1690,8886552394000,7298336015000,9000,0.009000
7298369340000,MATCHED,1691,7298369340000,1691,8886585713000,7298369334000,6000,0.006000
7298402662000,MATCHED,1692,7298402662000,1692,8886619031000,7298402652000,10000,0.010000
7298435979000,MATCHED,1693,7298435979000,1693,8886652350000,7298435971000,8000,0.008000
7298469312000,MATCHED,1694,7298469312000,1694,8886685667000,7298469288000,24000,0.024000
7298502619000,MATCHED,1695,7298502619000,1695,8886718985000,7298502606000,13000,0.013000
7298535937000,MATCHED,1696,7298535937000,1696,8886752305000,7298535926000,11000,0.011000
7298569256000,MATCHED,1697,7298569256000,1697,8886785623000,7298569244000,12000,0.012000
7298602573000,MATCHED,1698,7298602573000,1698,8886818941000,7298602562000,11000,0.011000
7298635893000,MATCHED,1699,7298635893000,1699,8886852260000,7298635881000,12000,0.012000
7298669210000,MATCHED,1700,7298669210000,1700,8886885578000,7298669199000,11000,0.011000
7298702529000,MATCHED,1701,7298702529000,1701,8886918897000,7298702518000,11000,0.011000
7298735847000,MATCHED,1702,7298735847000,1702,8886952215000,7298735836000,11000,0.011000
7298769166000,MATCHED,1703,7298769166000,1703,8886985535000,7298769156000,10000,0.010000
7298802484000,MATCHED,1704,7298802484000,1704,8887018852000,7298802473000,11000,0.011000
7298835803000,MATCHED,1705,7298835803000,1705,8887052171000,7298835792000,11000,0.011000
7298869121000,MATCHED,1706,7298869121000,1706,8887085490000,7298869111000,10000,0.010000
7298902439000,MATCHED,1707,7298902439000,1707,8887118808000,7298902429000,10000,0.010000
7298935758000,MATCHED,1708,7298935758000,1708,8887152126000,7298935747000,11000,0.011000
7298969078000,MATCHED,1709,7298969078000,1709,8887185444000,7298969065000,13000,0.013000
7299002395000,MATCHED,1710,7299002395000,1710,8887218763000,7299002384000,11000,0.011000
7299035714000,MATCHED,1711,7299035714000,1711,8887252082000,7299035703000,11000,0.011000
7299069031000,MATCHED,1712,7299069031000,1712,8887285400000,7299069021000,10000,0.010000
7299102350000,MATCHED,1713,7299102350000,1713,8887318718000,7299102339000,11000,0.011000
7299135686000,MATCHED,1714,7299135686000,1714,8887352036000,7299135657000,29000,0.029000
7299168988000,MATCHED,1715,7299168988000,1715,8887385355000,7299168976000,12000,0.012000
7299202307000,MATCHED,1716,7299202307000,1716,8887418674000,7299202295000,12000,0.012000
7299235627000,MATCHED,1717,7299235627000,1717,8887451992000,7299235613000,14000,0.014000
7299268944000,MATCHED,1718,7299268944000,1718,8887485310000,7299268931000,13000,0.013000
7299302262000,MATCHED,1719,7299302262000,1719,8887518630000,7299302251000,11000,0.011000
7299335582000,MATCHED,1720,7299335582000,1720,8887551948000,7299335569000,13000,0.013000
7299368899000,MATCHED,1721,7299368899000,1721,8887585265000,7299368886000,13000,0.013000
7299402216000,MATCHED,1722,7299402216000,1722,8887618585000,7299402206000,10000,0.010000
7299435536000,MATCHED,1723,7299435536000,1723,8887651903000,7299435524000,12000,0.012000
7299468859000,MATCHED,1724,7299468859000,1724,8887685222000,7299468843000,16000,0.016000
7299502175000,MATCHED,1725,7299502175000,1725,8887718540000,7299502161000,14000,0.014000
7299535491000,MATCHED,1726,7299535491000,1726,8887751859000,7299535480000,11000,0.011000
7299568809000,MATCHED,1727,7299568809000,1727,8887785177000,7299568798000,11000,0.011000
7299602128000,MATCHED,1728,7299602128000,1728,8887818496000,7299602117000,11000,0.011000
7299635446000,MATCHED,1729,7299635446000,1729,8887851814000,7299635435000,11000,0.011000
7299668765000,MATCHED,1730,7299668765000,1730,8887885132000,7299668753000,12000,0.012000
7299702080000,MATCHED,1731,7299702080000,1731,8887918451000,7299702072000,8000,0.008000
7299735399000,MATCHED,1732,7299735399000,1732,8887951769000,7299735390000,9000,0.009000
7299768720000,MATCHED,1733,7299768720000,1733,8887985088000,7299768709000,11000,0.011000
7299802038000,MATCHED,1734,7299802038000,1734,8888018407000,7299802028000,10000,0.010000
7299835357000,MATCHED,1735,7299835357000,1735,8888051725000,7299835346000,11000,0.011000
7299868675000,MATCHED,1736,7299868675000,1736,8888085043000,7299868664000,11000,0.011000
7299901996000,MATCHED,1737,7299901996000,1737,8888118361000,7299901982000,14000,0.014000
7299935314000,MATCHED,1738,7299935314000,1738,8888151680000,7299935301000,13000,0.013000
7299968631000,MATCHED,1739,7299968631000,1739,8888184998000,7299968619000,12000,0.012000
7300001950000,MATCHED,1740,7300001950000,1740,8888218317000,7300001938000,12000,0.012000
7300035268000,MATCHED,1741,7300035268000,1741,8888251636000,7300035257000,11000,0.011000
7300068585000,MATCHED,1742,7300068585000,1742,8888284956000,7300068577000,8000,0.008000
7300101910000,MATCHED,1743,7300101910000,1743,8888318274000,7300101895000,15000,0.015000
7300135223000,MATCHED,1744,7300135223000,1744,8888351591000,7300135212000,11000,0.011000
7300168542000,MATCHED,1745,7300168542000,1745,8888384909000,7300168530000,12000,0.012000
7300201861000,MATCHED,1746,7300201861000,1746,8888418227000,7300201848000,13000,0.013000
7300235179000,MATCHED,1747,7300235179000,1747,8888451546000,7300235167000,12000,0.012000
7300268497000,MATCHED,1748,7300268497000,1748,8888484864000,7300268485000,12000,0.012000
7300301816000,MATCHED,1749,7300301816000,1749,8888518183000,7300301804000,12000,0.012000
7300335136000,MATCHED,1750,7300335136000,1750,8888551502000,7300335123000,13000,0.013000
7300368455000,MATCHED,1751,7300368455000,1751,8888584820000,7300368441000,14000,0.014000
7300401770000,MATCHED,1752,7300401770000,1752,8888618138000,7300401759000,11000,0.011000
7300435089000,MATCHED,1753,7300435089000,1753,8888651457000,7300435078000,11000,0.011000
7300468408000,MATCHED,1754,7300468408000,1754,8888684781000,7300468402000,6000,0.006000
7300501725000,MATCHED,1755,7300501725000,1755,8888718094000,7300501715000,10000,0.010000
7300535043000,MATCHED,1756,7300535043000,1756,8888751413000,7300535034000,9000,0.009000
7300568362000,MATCHED,1757,7300568362000,1757,8888784731000,7300568352000,10000,0.010000
7300601680000,MATCHED,1758,7300601680000,1758,8888818050000,7300601671000,9000,0.009000
7300634998000,MATCHED,1759,7300634998000,1759,8888851367000,7300634988000,10000,0.010000
7300668317000,MATCHED,1760,7300668317000,1760,8888884686000,7300668307000,10000,0.010000
7300701635000,MATCHED,1761,7300701635000,1761,8888918005000,7300701626000,9000,0.009000
7300734956000,MATCHED,1762,7300734956000,1762,8888951322000,7300734943000,13000,0.013000
7300768274000,MATCHED,1763,7300768274000,1763,8888984641000,7300768262000,12000,0.012000
7300801590000,MATCHED,1764,7300801590000,1764,8889017960000,7300801581000,9000,0.009000
7300834912000,MATCHED,1765,7300834912000,1765,8889051278000,7300834899000,13000,0.013000
7300868229000,MATCHED,1766,7300868229000,1766,8889084597000,7300868218000,11000,0.011000
7300901548000,MATCHED,1767,7300901548000,1767,8889117915000,7300901536000,12000,0.012000
7300934865000,MATCHED,1768,7300934865000,1768,8889151233000,7300934854000,11000,0.011000
7300968183000,MATCHED,1769,7300968183000,1769,8889184552000,7300968173000,10000,0.010000
7301001501000,MATCHED,1770,7301001501000,1770,8889217873000,7301001494000,7000,0.007000
7301034820000,MATCHED,1771,7301034820000,1771,8889251189000,7301034810000,10000,0.010000
7301068139000,MATCHED,1772,7301068139000,1772,8889284509000,7301068130000,9000,0.009000
7301101458000,MATCHED,1773,7301101458000,1773,8889317827000,7301101448000,10000,0.010000
7301134775000,MATCHED,1774,7301134775000,1774,8889351144000,7301134765000,10000,0.010000
7301168094000,MATCHED,1775,7301168094000,1775,8889384464000,7301168085000,9000,0.009000
7301201412000,MATCHED,1776,7301201412000,1776,8889417782000,7301201403000,9000,0.009000
7301234732000,MATCHED,1777,7301234732000,1777,8889451100000,7301234721000,11000,0.011000
7301268052000,MATCHED,1778,7301268052000,1778,8889484419000,7301268040000,12000,0.012000
7301301369000,MATCHED,1779,7301301369000,1779,8889517737000,7301301358000,11000,0.011000
7301334691000,MATCHED,1780,7301334691000,1780,8889551057000,7301334678000,13000,0.013000
7301368020000,MATCHED,1781,7301368020000,1781,8889584374000,7301367995000,25000,0.025000
7301401325000,MATCHED,1782,7301401325000,1782,8889617692000,7301401313000,12000,0.012000
7301434643000,MATCHED,1783,7301434643000,1783,8889651010000,7301434631000,12000,0.012000
7301467962000,MATCHED,1784,7301467962000,1784,8889684330000,7301467951000,11000,0.011000
7301501281000,MATCHED,1785,7301501281000,1785,8889717648000,7301501269000,12000,0.012000
7301534598000,MATCHED,1786,7301534598000,1786,8889750966000,7301534587000,11000,0.011000
7301567917000,MATCHED,1787,7301567917000,1787,8889784285000,7301567906000,11000,0.011000
7301601236000,MATCHED,1788,7301601236000,1788,8889817603000,7301601224000,12000,0.012000
7301634562000,MATCHED,1789,7301634562000,1789,8889850922000,7301634543000,19000,0.019000
7301667875000,MATCHED,1790,7301667875000,1790,8889884241000,7301667862000,13000,0.013000
7301701193000,MATCHED,1791,7301701193000,1791,8889917558000,7301701179000,14000,0.014000
7301734509000,MATCHED,1792,7301734509000,1792,8889950877000,7301734498000,11000,0.011000
7301767826000,MATCHED,1793,7301767826000,1793,8889984195000,7301767816000,10000,0.010000
7301801147000,MATCHED,1794,7301801147000,1794,8890017514000,7301801135000,12000,0.012000
7301834465000,MATCHED,1795,7301834465000,1795,8890050832000,7301834453000,12000,0.012000
7301867782000,MATCHED,1796,7301867782000,1796,8890084151000,7301867772000,10000,0.010000
7301901103000,MATCHED,1797,7301901103000,1797,8890117470000,7301901091000,12000,0.012000
7301934418000,MATCHED,1798,7301934418000,1798,8890150788000,7301934409000,9000,0.009000
7301967738000,MATCHED,1799,7301967738000,1799,8890184106000,7301967727000,11000,0.011000
7302001095000,MATCHED,1800,7302001095000,1800,8890217425000,7302001046000,49000,0.049000
7302034374000,MATCHED,1801,7302034374000,1801,8890250744000,7302034365000,9000,0.009000
7302067696000,MATCHED,1802,7302067696000,1802,8890284061000,7302067682000,14000,0.014000
7302101010000,MATCHED,1803,7302101010000,1803,8890317383000,7302101004000,6000,0.006000
7302134329000,MATCHED,1804,7302134329000,1804,8890350700000,7302134321000,8000,0.008000
7302167649000,MATCHED,1805,7302167649000,1805,8890384018000,7302167639000,10000,0.010000
7302200967000,MATCHED,1806,7302200967000,1806,8890417335000,7302200956000,11000,0.011000
7302234287000,MATCHED,1807,7302234287000,1807,8890450654000,7302234275000,12000,0.012000
7302267603000,MATCHED,1808,7302267603000,1808,8890483974000,7302267595000,8000,0.008000
7302300921000,MATCHED,1809,7302300921000,1809,8890517292000,7302300913000,8000,0.008000
7302334254000,MATCHED,1810,7302334254000,1810,8890550610000,7302334231000,23000,0.023000
7302367562000,MATCHED,1811,7302367562000,1811,8890583929000,7302367550000,12000,0.012000
7302400876000,MATCHED,1812,7302400876000,1812,8890617247000,7302400868000,8000,0.008000
7302434195000,MATCHED,1813,7302434195000,1813,8890650565000,7302434186000,9000,0.009000
7302467513000,MATCHED,1814,7302467513000,1814,8890683884000,7302467505000,8000,0.008000
7302500833000,MATCHED,1815,7302500833000,1815,8890717203000,7302500824000,9000,0.009000
7302534151000,MATCHED,1816,7302534151000,1816,8890750521000,7302534142000,9000,0.009000
7302567469000,MATCHED,1817,7302567469000,1817,8890783840000,7302567461000,8000,0.008000
7302600787000,MATCHED,1818,7302600787000,1818,8890817157000,7302600778000,9000,0.009000
7302634106000,MATCHED,1819,7302634106000,1819,8890850475000,7302634096000,10000,0.010000
7302667425000,MATCHED,1820,7302667425000,1820,8890883794000,7302667415000,10000,0.010000
7302700743000,MATCHED,1821,7302700743000,1821,8890917112000,7302700733000,10000,0.010000
7302734062000,MATCHED,1822,7302734062000,1822,8890950431000,7302734052000,10000,0.010000
7302767380000,MATCHED,1823,7302767380000,1823,8890983750000,7302767371000,9000,0.009000
7302800698000,MATCHED,1824,7302800698000,1824,8891017068000,7302800689000,9000,0.009000
7302834021000,MATCHED,1825,7302834021000,1825,8891050386000,7302834007000,14000,0.014000
7302867337000,MATCHED,1826,7302867337000,1826,8891083705000,7302867326000,11000,0.011000
7302900654000,MATCHED,1827,7302900654000,1827,8891117023000,7302900644000,10000,0.010000
7302933972000,MATCHED,1828,7302933972000,1828,8891150342000,7302933963000,9000,0.009000
7302967291000,MATCHED,1829,7302967291000,1829,8891183660000,7302967281000,10000,0.010000
7303000609000,MATCHED,1830,7303000609000,1830,8891216978000,7303000599000,10000,0.010000
7303033928000,MATCHED,1831,7303033928000,1831,8891250297000,7303033918000,10000,0.010000
7303067246000,MATCHED,1832,7303067246000,1832,8891283615000,7303067236000,10000,0.010000
7303100563000,MATCHED,1833,7303100563000,1833,8891316934000,7303100555000,8000,0.008000
7303133881000,MATCHED,1834,7303133881000,1834,8891350252000,7303133873000,8000,0.008000
7303167201000,MATCHED,1835,7303167201000,1835,8891383571000,7303167192000,9000,0.009000
7303200519000,MATCHED,1836,7303200519000,1836,8891416890000,7303200511000,8000,0.008000
7303233839000,MATCHED,1837,7303233839000,1837,8891450208000,7303233829000,10000,0.010000
7303267157000,MATCHED,1838,7303267157000,1838,8891483526000,7303267147000,10000,0.010000
7303300474000,MATCHED,1839,7303300474000,1839,8891516845000,7303300466000,8000,0.008000
7303333792000,MATCHED,1840,7303333792000,1840,8891550163000,7303333784000,8000,0.008000
7303367114000,MATCHED,1841,7303367114000,1841,8891583482000,7303367103000,11000,0.011000
7303400432000,MATCHED,1842,7303400432000,1842,8891616800000,7303400421000,11000,0.011000
7303433749000,MATCHED,1843,7303433749000,1843,8891650118000,7303433739000,10000,0.010000
7303467068000,MATCHED,1844,7303467068000,1844,8891683437000,7303467058000,10000,0.010000
7303500388000,MATCHED,1845,7303500388000,1845,8891716756000,7303500377000,11000,0.011000
7303533703000,MATCHED,1846,7303533703000,1846,8891750074000,7303533695000,8000,0.008000
7303567024000,MATCHED,1847,7303567024000,1847,8891783393000,7303567014000,10000,0.010000
7303600340000,MATCHED,1848,7303600340000,1848,8891816711000,7303600332000,8000,0.008000
7303633661000,MATCHED,1849,7303633661000,1849,8891850029000,7303633650000,11000,0.011000
7303666980000,MATCHED,1850,7303666980000,1850,8891883348000,7303666969000,11000,0.011000
7303700296000,MATCHED,1851,7303700296000,1851,8891916667000,7303700288000,8000,0.008000
7303733619000,MATCHED,1852,7303733619000,1852,8891949985000,7303733606000,13000,0.013000
7303766934000,MATCHED,1853,7303766934000,1853,8891983303000,7303766924000,10000,0.010000
7303800251000,MATCHED,1854,7303800251000,1854,8892016622000,7303800243000,8000,0.008000
7303833571000,MATCHED,1855,7303833571000,1855,8892049940000,7303833561000,10000,0.010000
7303866890000,MATCHED,1856,7303866890000,1856,8892083258000,7303866879000,11000,0.011000
7303900207000,MATCHED,1857,7303900207000,1857,8892116578000,7303900199000,8000,0.008000
7303933525000,MATCHED,1858,7303933525000,1858,8892149895000,7303933516000,9000,0.009000
7303966846000,MATCHED,1859,7303966846000,1859,8892183214000,7303966835000,11000,0.011000
7304000165000,MATCHED,1860,7304000165000,1860,8892216533000,7304000154000,11000,0.011000
7304033482000,MATCHED,1861,7304033482000,1861,8892249851000,7304033472000,10000,0.010000
7304066802000,MATCHED,1862,7304066802000,1862,8892283168000,7304066789000,13000,0.013000
7304100118000,MATCHED,1863,7304100118000,1863,8892316488000,7304100109000,9000,0.009000
7304133436000,MATCHED,1864,7304133436000,1864,8892349806000,7304133427000,9000,0.009000
7304166757000,MATCHED,1865,7304166757000,1865,8892383125000,7304166746000,11000,0.011000
7304200074000,MATCHED,1866,7304200074000,1866,8892416444000,7304200065000,9000,0.009000
7304233395000,MATCHED,1867,7304233395000,1867,8892449762000,7304233383000,12000,0.012000
7304266711000,MATCHED,1868,7304266711000,1868,8892483080000,7304266701000,10000,0.010000
7304300030000,MATCHED,1869,7304300030000,1869,8892516399000,7304300020000,10000,0.010000
7304333349000,MATCHED,1870,7304333349000,1870,8892549717000,7304333338000,11000,0.011000
7304366667000,MATCHED,1871,7304366667000,1871,8892583036000,7304366657000,10000,0.010000
7304399990000,MATCHED,1872,7304399990000,1872,8892616355000,7304399976000,14000,0.014000
7304433305000,MATCHED,1873,7304433305000,1873,8892649673000,7304433294000,11000,0.011000
7304466623000,MATCHED,1874,7304466623000,1874,8892682993000,7304466614000,9000,0.009000
7304499940000,MATCHED,1875,7304499940000,1875,8892716311000,7304499932000,8000,0.008000
7304533259000,MATCHED,1876,7304533259000,1876,8892749628000,7304533249000,10000,0.010000
7304566579000,MATCHED,1877,7304566579000,1877,8892782947000,7304566568000,11000,0.011000
7304599897000,MATCHED,1878,7304599897000,1878,8892816265000,7304599886000,11000,0.011000
7304633214000,MATCHED,1879,7304633214000,1879,8892849583000,7304633204000,10000,0.010000
7304666534000,MATCHED,1880,7304666534000,1880,8892882902000,7304666523000,11000,0.011000
7304699852000,MATCHED,1881,7304699852000,1881,8892916220000,7304699841000,11000,0.011000
7304733170000,MATCHED,1882,7304733170000,1882,8892949538000,7304733159000,11000,0.011000
7304766489000,MATCHED,1883,7304766489000,1883,8892982857000,7304766478000,11000,0.011000
7304799806000,MATCHED,1884,7304799806000,1884,8893016176000,7304799797000,9000,0.009000
7304833127000,MATCHED,1885,7304833127000,1885,8893049494000,7304833115000,12000,0.012000
7304866444000,MATCHED,1886,7304866444000,1886,8893082812000,7304866433000,11000,0.011000
7304899762000,MATCHED,1887,7304899762000,1887,8893116131000,7304899752000,10000,0.010000
7304933080000,MATCHED,1888,7304933080000,1888,8893149450000,7304933071000,9000,0.009000
7304966400000,MATCHED,1889,7304966400000,1889,8893182768000,7304966389000,11000,0.011000
7304999717000,MATCHED,1890,7304999717000,1890,8893216087000,7304999708000,9000,0.009000
7305033036000,MATCHED,1891,7305033036000,1891,8893249406000,7305033027000,9000,0.009000
7305066355000,MATCHED,1892,7305066355000,1892,8893282723000,7305066344000,11000,0.011000
7305099674000,MATCHED,1893,7305099674000,1893,8893316043000,7305099664000,10000,0.010000
7305132992000,MATCHED,1894,7305132992000,1894,8893349360000,7305132981000,11000,0.011000
7305166310000,MATCHED,1895,7305166310000,1895,8893382679000,7305166300000,10000,0.010000
7305199628000,MATCHED,1896,7305199628000,1896,8893415997000,7305199618000,10000,0.010000
7305232948000,MATCHED,1897,7305232948000,1897,8893449316000,7305232937000,11000,0.011000
7305266265000,MATCHED,1898,7305266265000,1898,8893482635000,7305266256000,9000,0.009000
7305299584000,MATCHED,1899,7305299584000,1899,8893515953000,7305299574000,10000,0.010000
7305332901000,MATCHED,1900,7305332901000,1900,8893549271000,7305332892000,9000,0.009000
7305366226000,MATCHED,1901,7305366226000,1901,8893582590000,7305366211000,15000,0.015000
7305399538000,MATCHED,1902,7305399538000,1902,8893615909000,7305399530000,8000,0.008000
7305432858000,MATCHED,1903,7305432858000,1903,8893649227000,7305432848000,10000,0.010000
7305466176000,MATCHED,1904,7305466176000,1904,8893682544000,7305466165000,11000,0.011000
7305499494000,MATCHED,1905,7305499494000,1905,8893715863000,7305499484000,10000,0.010000
7305532812000,MATCHED,1906,7305532812000,1906,8893749182000,7305532803000,9000,0.009000
7305566131000,MATCHED,1907,7305566131000,1907,8893782500000,7305566121000,10000,0.010000
7305599449000,MATCHED,1908,7305599449000,1908,8893815819000,7305599440000,9000,0.009000
7305632769000,MATCHED,1909,7305632769000,1909,8893849137000,7305632758000,11000,0.011000
7305666088000,MATCHED,1910,7305666088000,1910,8893882456000,7305666077000,11000,0.011000
7305699405000,MATCHED,1911,7305699405000,1911,8893915775000,7305699396000,9000,0.009000
7305732724000,MATCHED,1912,7305732724000,1912,8893949092000,7305732713000,11000,0.011000
7305766042000,MATCHED,1913,7305766042000,1913,8893982411000,7305766032000,10000,0.010000
7305799360000,MATCHED,1914,7305799360000,1914,8894015730000,7305799351000,9000,0.009000
7305832679000,MATCHED,1915,7305832679000,1915,8894049048000,7305832669000,10000,0.010000
7305866001000,MATCHED,1916,7305866001000,1916,8894082367000,7305865988000,13000,0.013000
7305899316000,MATCHED,1917,7305899316000,1917,8894115686000,7305899307000,9000,0.009000
7305932634000,MATCHED,1918,7305932634000,1918,8894149004000,7305932625000,9000,0.009000
7305965953000,MATCHED,1919,7305965953000,1919,8894182323000,7305965944000,9000,0.009000
7305999273000,MATCHED,1920,7305999273000,1920,8894215640000,7305999261000,12000,0.012000
7306032590000,MATCHED,1921,7306032590000,1921,8894248960000,7306032581000,9000,0.009000
7306065909000,MATCHED,1922,7306065909000,1922,8894282277000,7306065898000,11000,0.011000
7306099226000,MATCHED,1923,7306099226000,1923,8894315607000,7306099228000,-2000,-0.002000
7306132546000,MATCHED,1924,7306132546000,1924,8894348914000,7306132535000,11000,0.011000
